,name,title,degrees,leave
401,David R. Tucker-Smith,Professor of Physics,"1995, B.A., Amherst College, 2001, Ph.D., University of California, Berkeley",f
402,Laura L. Tupper,Assistant Professor of Statistics,"2008, B.A., Swarthmore College, 2013, M.S., Cornell University, 2016, Ph.D., Cornell University",n
403,Daniel B. Turek,Assistant Professor of Statistics,"2003, B.S., Massachusetts Institute of Technology, 2004, M.Eng., Massachusetts Institute of Technology, 2013, Ph.D., University of Otago-Dunedin",n
404,Damian L. Turner,Assistant Professor of Biology,"2004, B.S., Morgan State University, 2010, Ph.D., University of Connecticut",y
405,Maria K. Udén,STINT – Research Scholar,none,f
406,Emily K. Vasiliauskas,Assistant Professor of English,"2007, A.B., Harvard University, 2009, M.A., London University, 2015, Ph.D., Princeton University",y
407,Katherine S. Wachala,Assistant Professor of Physical Education and Head Coach of Women’s Crew,"2001, B.A., University of Washington",n
408,Zachary R. Wadsworth,Assistant Professor of Music,"2005, B.M., University of Rochester, 2007, M.M., Yale University, 2012, D.M.A., Cornell University",y
409,Dorothy J. Wang,Professor of American Studies and Faculty Affiliate in English,"1985, B.A., Duke University, 1993, M.A., Johns Hopkins University, 1998, Ph.D., University of California, Berkeley",f
410,Guowei Wang,Artist in Residence in Chinese Music Performance and Director of the Williams Collegeege Chinese Ensemble,none,n
411,Christopher M. Waters,Hans W. Gatzke ’38 Professor of Modern European History,"1977, B.A., California State University, Long Beach, 1979, M.A., Harvard University, 1985, Ph.D., Harvard University",n
412,Tara E. Watson,Professor of Economics,"1996, B.A., Wesleyan University, 2003, Ph.D., Harvard University",n
413,Phillip J. Webster,Visiting Assistant Professor of Religion,none,n
414,Bradley C. Wells,"Lyell B. Clay Artist in Residence and Director of Choral/Vocal Activities, Lecturer in Music","1984, B.A., Principia College, 1998, M.M.A., Yale University, 2005, D.M.A., Yale University",s
415,Peter S. Wells,Assistant Professor of Physical Education and Boathouse Manager,"1979, B.A., Williams College",n
416,Carmen T. Whalen,Carl W. Vogt ’58 Professor of History,"1985, B.A., Hampshire College, 1989, M.A., Rutgers University, 1994, Ph.D., Rutgers University",n
417,Alan E. White,Mark Hopkins Professor of Philosophy,"1972, B.A., Tulane University, 1976, M.A., Pennsylvania State University, 1980, Ph.D., Pennsylvania State University",s
418,Amanda R. Wilcox,Associate Professor of Classics,"1996, B.A., Reed College, 1999, M.A., University of Pennsylvania, 2002, Ph.D., University of Pennsylvania",n
419,Heather Williams,William Dwight Whitney Professor of Biology,"1977, A.B., Bowdoin College, 1985, Ph.D., Rockefeller University",n
420,Mason B. Williams,Assistant Professor of Leadership Studies and Political Science,"2006, B.A., Princeton University, 2009, M.A., Columbia University, 2012, Ph.D., Columbia University",n
421,Lawrence M. Wills,Croghan Bicentennial Professor in Biblical and Early Christian Studies,none,n
422,Amy Gehring Winters,Professor of Chemistry,"1994, B.A., Williams College, 1998, Ph.D., Harvard University",s
423,Reinhard A. Wobus,Edna McConnell Clark Professor of Geology,"1962, B.A., Washington University, 1963, M.A., Harvard University, 1966, Ph.D., Stanford University",n
424,Kevin S. Wong,Charles R. Keller Professor of History,"1976, B.A., Rutgers University, 1979, M.A., University of Michigan, 1992, Ph.D., University of Michigan",n
425,James B. Wood,Visiting Professor of History,"1968, B.A., Eckerd College, 1985, M.A., Antioch New England Graduate School, 1973, Ph.D., Emory University, Fall 2018",n
426,Saadia R. Yacoob,Assistant Professor of Religion,"2003, B.A., American University, 2007, M.A., McGill University, 2015, Ph.D., Duke University",n
427,Kasumi Yamamoto,Frank M. Gagliardi Professor of Japanese,"1980, B.A., Aoyama Gakuin University, 1994, M.A., Cornell University, 2000, Ph.D., Cornell University",n
428,Li Yu,Professor of Chinese,"1994, B.A., East China Normal University, 1997, M.A., Ohio State University, 2003, Ph.D., Ohio State University",s
429,Safa R. Zaki,Professor of Psychology,"1989, B.A., American University, 1993, M.A., Arizona State University, 1996, Ph.D., Arizona State University",n
430,Betty Zimmerberg,Howard B. Schow ’50 and Nan W. Schow Professor of Neuroscience,"1971, B.A., Harvard University, 1976, Ph.D., City University of New York",n
431,David J. Zimmerman,Chair and Orrin Sage Professor of Political Economy,"1985, B.A., University of Toronto, 1987, M.A., Princeton University, 1992, Ph.D., Princeton University",n
432,Janneke M. van de Stadt,Professor of Russian,"1988, B.A., Amherst College, 1994, M.A., University of Wisconsin, Madison, 2000, Ph.D., University of Wisconsin, Madison",y
