,name,title,degrees,leave
360,Yana Skorobogatov,Assistant Professor of History; 2009,"B.A., University of California, Berkeley, 2012, M.A., University of Texas, Austin, 2018, Ph.D., University of California, Berkeley",n
361,Laura Smalarz,Assistant Professor of Psychology; 2008,"B.A., San Diego State University, 2011, M.S., Iowa State University, 2015, Ph.D., Iowa State University; on leave 2019-2020",y
362,David L. Smith,John W Chandler Professor of English; 1974,"B.A., New College, 1975, M.A., University of Chicago, 1980, Ph.D., University of Chicago",n
363,Matthew J. Smith,Sterling Brown '22 Visiting Professor of Africana Studies; 2002,"Ph.D., University of Florida",n
364,Thomas E. Smith,Professor of Chemistry; 1988,"B.A., Williams College, 1996, Ph.D., Stanford University, 1998, Postdoctoral Fellow at, Harvard University",n
365,Ben Snyder,Assistant Professor of Sociology; 2003,"B.A., Haverford College, 2007, M.A., University of Virginia, 2013, Ph.D., University of Virginia",n
366,Greta F. Snyder,Visiting Assistant Professor of Women's,"Gender, and Sexuality Studies; 2003, B.A., Haverford College, 2007, M.A., University of Virginia, 2011, Ph.D., University of Virginia",n
367,Anita R. Sokolsky,Professor of English; 1974,"B.A., Oberlin College, 1979, M.A., Cornell University, 1983, Ph.D., Cornell University",n
368,Stefanie Solum,Professor of Art; 1991,"B.A., University of Wisconsin, Madison, 1995, M.A., University of California, Berkeley, 2001, Ph.D., University of California, Berkeley",n
369,Stephanie J. Steele,Visiting Assistant Professor of Psychology; 2007,"B.A., Smith College, 2012, M.A., Suffolk University, 2017, Ph.D., Suffolk University",n
370,Doris J. Stevenson,Lyell B. Clay Artist in Residence,"Piano; 1967, B.M., Arizona State University, 1969, M.M., University of Southern California",n
371,Mihai Stoiciu,Professor of Mathematics; 2005,"Ph.D., California Institute of Technology",n
372,Jason Josephson Storm,Professor of Religion; 1999,"B.A., Hampshire College, 2001, M.A., Harvard University, 2006, Ph.D., Stanford University; on leave 2019-2020",y
373,Frederick W. Strauch,Chair and Associate Professor of Physics; 1998,"B.S., Loyola College, 2004, Ph.D., University of Maryland, 2007, Postdoctoral Associate, National Institute of Standards and Technology",n
374,Laura R. Strauch,Lecturer in Chemistry; 1999,"B.S., Loyola College",n
375,Catherine B. Stroud,Associate Professor of Psychology; 2002,"B.A., University of Wisconsin, Madison, 2006, M.A., State University of New York, Stony Brook, 2009, Ph.D., State University of New York, Stony Brook",n
376,Erin Sullivan,Assistant Professor of Physical Education,"Head Men's Soccer Coach; 1996, B.A., Williams College, 2006, M.B.A., Western New England College",n
377,Matthew Swagler,Visiting Assistant Professor of History; 2002,"B.A., Brown University, 2012, M.Phil., Columbia University, 2017, Ph.D., Columbia University",n
378,Anand V. Swamy,Chair of the Executive Committee for the Center for Development Economics and The Willmott Family Third Century Professor of Economics; 1983,"B.A., University of Delhi, 1985, M.A., Delhi School of Economics, 1993, Ph.D., Northwestern University",n
379,Steven J. Swoap,Professor of Biology; 1990,"B.A., Trinity University, 1994, Ph.D., University of California, Irvine",n
380,Nana Takeda,Visiting Lecturer in Japanese; 2018,"M.A., Waseda University",n
381,Munjulika Tarah,Assistant Professor of Dance; 2006,"B.A., Randolph College, 2007, M.A., Northwestern University, 2013, Ph.D., Northwestern University",n
382,John W. Thoman,J. Hodge Markgraf Professor of Chemistry; 1982,"B.A., Williams College, 1987, Ph.D., Massachusetts Institute of Technology",n
383,Owen Thompson,Assistant Professor of Economics; 2005,"B.A., Evergreen State College, 2013, Ph.D., University of Massachusetts, Amherst",n
384,Christian Thorne,Professor of English and Williams-Mystic Faculty Fellow; 1995,"B.A., Wesleyan University, 2001, Ph.D., Duke University; affiliated with: Williams-Mystic Program",n
385,Ben W. Thuronyi,Assistant Professor of Chemistry; 2007,"B.A., Swarthmore College, 2015, Ph.D., University of California, Berkeley",n
386,Stephen J. Tifft,Professor of English; 1975,"B.A., Harvard University, 1976, M.A., Cornell University, 1984, Ph.D., Cornell University",n
387,Lynne Tillman,Robert Sterling Clark Visiting Professor of Art History,none,n
388,Claire S. Ting,Professor of Biology; 1986,"B.A., Yale University, 1989, M.S., Cornell University, 1994, Ph.D., Cornell University",n
389,Matthew Tokeshi,Assistant Professor of Political Science; 2006,"B.A., University of California, Berkeley, 2012, M.A., Princeton University, 2016, Ph.D., Princeton University; on leave 2019-2020",y
390,Chad M. Topaz,Professor of Mathematics; 1996,"A.B., Harvard University, 1997, M.S., Northwestern University, 2002, Ph.D., Northwestern University; on leave Fall 2019",f
391,Cécile Tresfels,Assistant Professor of French; 2010,"M.A., University of Paris III, 2019, Ph.D., Stanford University",n
392,David R. Tucker-Smith,Professor of Physics; 1995,"B.A., Amherst College, 2001, Ph.D., University of California, Berkeley, 2003, Postdoctoral Associate, Massachusetts Institute of Technology",n
393,Laurie L. Tupper,Assistant Professor of Statistics; 2008,"B.A., Swarthmore College, 2013, M.S., Cornell University, 2016, Ph.D., Cornell University; on leave 2019-2020",y
394,Amanda K. Turek,Assistant Professor of Chemistry; 2009,"B.S., University of Wisconsin, Madison, 2015, Ph.D., Harvard University",n
395,Daniel B. Turek,Assistant Professor of Statistics; 2003,"B.S., Massachusetts Institute of Technology, 2003, B.S., Massachusetts Institute of Technology, 2004, M.Eng., Massachusetts Institute of Technology, 2013, Ph.D., University of Otago; on leave 2019-2020",y
396,Damian Turner,Assistant Professor of Biology; 2004,"B.S., Morgan State University, 2010, Ph.D., University of Connecticut Health Center",n
397,Elizabeth M. Upton,Assistant Professor of Statistics; 2007,"B.S., University of New Hampshire, 2011, M.Ed., Harvard School of Education, 2019, Ph.D., Boston University; affiliated with: Mathematics",n
398,Janneke van de Stadt,Chair of German and Russian and Professor of Russian; 1988,"B.A., Amherst College, 1994, M.A., University of Wisconsin, Madison, 2000, Ph.D., University of Wisconsin, Madison",n
399,Emily Vasiliauskas,Assistant Professor of English; 2007,"A.B., Harvard University, 2008, M.Phil., University of Cambridge, Trinity College, 2009, M.A., Warburg Institute, 2015, Ph.D., Princeton University",n
400,Tommy Verdell,Assistant Professor of Physical Education,"Associate Athletic Director for Inclusion and Compliance; 2018, M.A., Concordia University Irvine",n
401,Kate Wachala,Assistant Professor of Physical Education and Head Coach of Women's Crew; 2001,"B.A., University of Washington",n
402,Zachary Wadsworth,Assistant Professor of Music; 2005,"B.M., Eastman School of Music, University of Rochester, 2007, M.M., Yale University, 2012, D.M.A., Cornell University",n
403,Chen Wang,Visiting Assistant Professor of Chinese; 2004,"B.A., East Chine Normal University, 2007, M.A., East China Normal University, 2015, M.A., University of Minnesota, Twin Cities, 2019, Ph.D., University of Minnesota, Twin Cities",n
404,Dorothy J. Wang,Professor of American Studies; 1985,"B.A., Duke University, 1987, M.P.A., Princeton University, 1993, M.A., Johns Hopkins University, 1998, Ph.D., University of California, Berkeley",n
405,Chris Waters,Hans W. Gatzke '38 Professor of Modern European History; 1977,"B.A., California State University, Long Beach, 1979, M.A., Harvard University, 1985, Ph.D., Harvard University",n
406,Tara E. Watson,Professor of Economics; 1996,"B.A., Wesleyan University, 2003, Ph.D., Harvard University; on leave Fall 2019",f
407,Phillip J. Webster,Visiting Assistant Professor of Religion; 2016,"Ph.D., University of Pennsylvania",n
408,Brad Wells,Lyell B. Clay Artist in Residence and Director of Choral/Vocal Activities,"Lecturer in Music; 1984, B.A., Principia College, 1986, M.M., University of Texas, Austin, 1998, M.M.A., Yale University, 2005, D.M.A., Yale University; on leave 2019-2020",y
409,Carmen T. Whalen,Interim Associate Dean for Institutional Diversity and Equity,"Carl W. Vogt '58 Professor of History; 1985, B.A., Hampshire College, 1989, M.A., Rutgers University, 1994, Ph.D., Rutgers University; affiliated with: History Department, Latina/o Studies Program",n
410,Alan White,Mark Hopkins Professor of Philosophy; 1972,"B.A., Tulane University, 1976, M.A., Pennsylvania State University, 1980, Ph.D., Pennsylvania State University",n
411,Robert Wiesenberger,Lecturer in the Graduate Program in Art History; 2018,"Ph.D., Columbia University",n
412,Amanda R. Wilcox,Professor of Classics; 1996,"B.A., Reed College, 1999, M.A., University of Pennsylvania, 2002, Ph.D., University of Pennsylvania",n
413,Aaron M. Williams,Assistant Professor of Computer Science; 2009,"Ph.D., University of Victoria",n
414,Heather Williams,William Dwight Whitney Professor of Biology; 1977,"A.B., Bowdoin College, 1985, Ph.D., Rockefeller University",n
415,Mason B. Williams,Assistant Professor of Leadership Studies and Political Science; 2006,"B.A., Princeton University, 2009, M.A., Columbia University, 2012, Ph.D., Columbia University; affiliated with: Political Science Department",n
416,Stephen F. Winter,Visiting Lecturer in Art; 1992,"B.F.A., School of the Art Institute of Chicago, 1996, M.F.A., New York University Tisch School of the Arts",n
417,Bud Wobus,Edna McConnell Clark Professor of Geology; 1962,"B.A., Washington University, 1963, M.A., Harvard University, 1966, Ph.D., Stanford University",n
418,Scott Wong,Charles R. Keller Professor of History; 1976,"B.A., Rutgers University, 1979, M.A., University of Michigan, 1992, Ph.D., University of Michigan",n
419,James Wood,Visiting Professor of History; 1968,"B.A., Eckerd College, 1973, Ph.D., Emory University, 1985, M.A., Antioch New England Graduate School",n
420,Saadia Yacoob,Assistant Professor of Religion; 2003,"B.A., American University, 2007, M.A., McGill University, 2015, Ph.D., Duke University; on leave 2019-2020",y
421,Kasumi Yamamoto,Frank M. Gagliardi Professor of Japanese; 1980,"B.A., Aoyama Gakuin University, 1985, M.A., Columbia University, 1994, M.A., Cornell University, 2000, Ph.D., Cornell University; on leave Fall 2019",f
422,Li Yu,Professor of Chinese; 1994,"B.A., East China Normal University, 1997, M.A., Ohio State University, 2003, Ph.D., Ohio State University",n
423,Safa R. Zaki,Professor of Psychology,"Chair of Cognitive Science Program; 1989, B.A., American University, 1993, M.A., Arizona State University, 1996, Ph.D., Arizona State University",n
424,Betty Zimmerberg,Howard B. Schow '50 and Nan W. Schow Professor of Neuroscience; 1971,"B.A., Harvard University, 1976, Ph.D., City University of New York",n
425,David J. Zimmerman,Professor of Economics and Orrin Sage Professor of Political Economy; 1985,"B.A., University of Toronto, 1987, M.A., Princeton University, 1992, Ph.D., Princeton University",n
