,name,title,degrees,leave
363,Yana Skorobogatov,Assistant Professor of History,"2009, B.A., University of California, Berkeley, 2012, M.A., University of Texas, Austin, 2018, Ph.D., University of California, Berkeley",n
364,David L. Smith,John W Chandler Professor of English,"1974, B.A., New College, 1975, M.A., University of Chicago, 1980, Ph.D., University of Chicago",n
365,Matthew J. Smith,Sterling Brown '22 Visiting Professor of Africana Studies,"2002, Ph.D., University of Florida",n
366,Thomas E. Smith,Professor of Chemistry,"1988, B.A., Williams College, 1996, Ph.D., Stanford University, 1998, Postdoctoral Fellow at, Harvard University",n
367,Ben Snyder,Assistant Professor of Sociology,"2003, B.A., Haverford College, 2007, M.A., University of Virginia, 2013, Ph.D., University of Virginia",n
368,Greta F. Snyder,Visiting Assistant Professor of Women's,"Gender, and Sexuality Studies, 2003, B.A., Haverford College, 2007, M.A., University of Virginia, 2011, Ph.D., University of Virginia",n
369,Anita R. Sokolsky,Professor of English,"1974, B.A., Oberlin College, 1979, M.A., Cornell University, 1983, Ph.D., Cornell University",y
370,Stefanie Solum,Professor of Art,"1991, B.A., University of Wisconsin, Madison, 1995, M.A., University of California, Berkeley, 2001, Ph.D., University of California, Berkeley",n
371,Peter Starenko,Visiting Assistant Professor of History,none,n
372,Stephanie J. Steele,Visiting Assistant Professor of Psychology,"2007, B.A., Smith College, 2012, M.A., Suffolk University, 2017, Ph.D., Suffolk University",n
373,Doris J. Stevenson,Lyell B. Clay Artist in Residence,"Piano, 1967, B.M., Arizona State University, 1969, M.M., University of Southern California",n
374,Tyran K. Steward,Assistant Professor of History,"2000, B.A., Morehouse College, 2009, M.A., Eastern Michigan University, 2013, Ph.D., Ohio State University",n
375,Mihai Stoiciu,Chair and Professor of Mathematics,"2005, Ph.D., California Institute of Technology",n
376,Jason Josephson Storm,Chair and Professor of Religion,"Chair of Science and Technology Studies, 1999, B.A., Hampshire College, 2001, M.A., Harvard University, 2006, Ph.D., Stanford University, affiliated with: Science & Technology Studies",n
377,Frederick W. Strauch,Chair and Professor of Physics,"1998, B.S., Loyola College, 2004, Ph.D., University of Maryland, 2007, Postdoctoral Associate, National Institute of Standards and Technology",n
378,Laura R. Strauch,Lecturer in Chemistry,"1999, B.S., Loyola College",n
379,Catherine B. Stroud,Associate Professor of Psychology,"2002, B.A., University of Wisconsin, Madison, 2006, M.A., State University of New York, Stony Brook, 2009, Ph.D., State University of New York, Stony Brook",n
380,Erin Sullivan,Assistant Professor of Physical Education,"Head Men's Soccer Coach, 1996, B.A., Williams College, 2006, M.B.A., Western New England College",n
381,Matthew Swagler,Visiting Assistant Professor of History,"2002, B.A., Brown University, 2012, M.Phil., Columbia University, 2017, Ph.D., Columbia University",n
382,Anand V. Swamy,The Willmott Family Third Century Professor of Economics,"1983, B.A., University of Delhi, 1985, M.A., Delhi School of Economics, 1993, Ph.D., Northwestern University, on leave Spring 2021",s
383,Steven J. Swoap,Howard B. Schow '50 and Nan W. Schow Professor of Biology and Director of the Williams-Exeter Programme at Oxford University,"1990, B.A., Trinity University, 1994, Ph.D., University of California, Irvine, affiliated with: Williams- Exeter Prg at Oxford",n
384,Munjulika Tarah,Assistant Professor of Dance,"2006, B.A., Randolph College, 2007, M.A., Northwestern University, 2013, Ph.D., Northwestern University",n
385,John W. Thoman,J. Hodge Markgraf Professor of Chemistry,"1982, B.A., Williams College, 1987, Ph.D., Massachusetts Institute of Technology",n
386,Owen Thompson,Assistant Professor of Economics,"2005, B.A., Evergreen State College, 2013, Ph.D., University of Massachusetts, Amherst",n
387,Christian Thorne,Professor of English,"1995, B.A., Wesleyan University, 2001, Ph.D., Duke University",f
388,Ben W. Thuronyi,Assistant Professor of Chemistry,"2007, B.A., Swarthmore College, 2015, Ph.D., University of California, Berkeley",f
389,Stephen J. Tifft,Professor of English,"1975, B.A., Harvard University, 1976, M.A., Cornell University, 1984, Ph.D., Cornell University",y
390,Claire S. Ting,Professor of Biology,"1986, B.A., Yale University, 1989, M.S., Cornell University, 1994, Ph.D., Cornell University",y
391,Matthew Tokeshi,Assistant Professor of Political Science,"2006, B.A., University of California, Berkeley, 2012, M.A., Princeton University, 2016, Ph.D., Princeton University",f
392,Chad M. Topaz,Professor of Mathematics,"1996, A.B., Harvard University, 1997, M.S., Northwestern University, 2002, Ph.D., Northwestern University",n
393,Cécile Tresfels,Assistant Professor of French,"2010, M.A., University of Paris III, 2019, Ph.D., Stanford University",n
394,David R. Tucker-Smith,Professor of Physics,"1995, B.A., Amherst College, 2001, Ph.D., University of California, Berkeley, 2003, Postdoctoral Associate, Massachusetts Institute of Technology",n
395,Laurie L. Tupper,Assistant Professor of Statistics,"2008, B.A., Swarthmore College, 2013, M.S., Cornell University, 2016, Ph.D., Cornell University",n
396,Amanda K. Turek,Assistant Professor of Chemistry,"2009, B.S., University of Wisconsin, Madison, 2015, Ph.D., Harvard University, 2019, Postdoctoral Associate, Yale University",n
397,Daniel B. Turek,Assistant Professor of Statistics,"2003, B.S., Massachusetts Institute of Technology, 2003, B.S., Massachusetts Institute of Technology, 2004, M.Eng., Massachusetts Institute of Technology, 2013, Ph.D., University of Otago",n
398,Damian Turner,Assistant Professor of Biology,"2004, B.S., Morgan State University, 2010, Ph.D., University of Connecticut Health Center",n
399,Benjamin Twagira,Assistant Professor of History,"2000, B.A., La Roche College, 2008, M.A., University of Wisconsin-Madison, 2018, Ph.D., Boston University",n
400,Elizabeth M. Upton,Assistant Professor of Statistics,"2007, B.S., University of New Hampshire, 2011, M.Ed., Harvard School of Education, 2019, Ph.D., Boston University, on leave Spring 2021",s
401,Vincent van der Vinne,Visiting Assistant Professor of Biology,"2008, B.S., University of Groningen, 2010, M.Sc., University of Groningen, 2015, Ph.D., University of Groningen",n
402,Janneke van de Stadt,Chair of German and Russian and Professor of Russian,"1988, B.A., Amherst College, 1994, M.A., University of Wisconsin, Madison, 2000, Ph.D., University of Wisconsin, Madison",n
403,Emily Vasiliauskas,Assistant Professor of English,"2007, A.B., Harvard University, 2008, M.Phil., University of Cambridge, Trinity College, 2009, M.A., Warburg Institute, 2015, Ph.D., Princeton University",n
404,Tommy Verdell,Assistant Professor of Physical Education,"Associate Athletic Director for Inclusion and Compliance, 2018, M.A., Concordia University Irvine",n
405,Kate Wachala,Assistant Professor of Physical Education and Head Coach of Women's Crew,"2001, B.A., University of Washington",n
406,Zachary Wadsworth,Assistant Professor of Music,"2005, B.M., Eastman School of Music, University of Rochester, 2007, M.M., Yale University, 2012, D.M.A., Cornell University",n
407,Chen Wang,Visiting Assistant Professor of Chinese,"2004, B.A., East China Normal University, 2007, M.A., East China Normal University, 2015, M.A., University of Minnesota, Twin Cities, 2019, Ph.D., University of Minnesota, Twin Cities",n
408,Dorothy J. Wang,Professor and Chair of the American Studies Program,"1985, B.A., Duke University, 1987, M.P.A., Princeton University, 1993, M.A., Johns Hopkins University, 1998, Ph.D., University of California, Berkeley",n
409,Carolyn J. Wargula,Visiting Assistant Professor of Art,"2013, B.A., St. John's University, 2015, M.A., University of Pittsburgh, 2020, Ph.D., University of Pittsburgh",n
410,Chris Waters,Hans W. Gatzke '38 Professor of Modern European History,"1977, B.A., California State University, Long Beach, 1979, M.A., Harvard University, 1985, Ph.D., Harvard University, on leave Spring 2021",s
411,Tara E. Watson,Professor of Economics,"1996, B.A., Wesleyan University, 2003, Ph.D., Harvard University, affiliated with: Public Health Program",n
412,Phillip J. Webster,Visiting Assistant Professor of Religion,"2016, Ph.D., University of Pennsylvania",n
413,Elizabeth Iams Wellman,Visiting Assistant Professor of Political Science,"2002, A.B., Duke University, 2010, M.A., University of Chicago, 2019, Ph.D., Yale University",n
414,Brad Wells,Lyell B. Clay Artist in Residence and Director of Choral/Vocal Activities,"Lecturer in Music, 1984, B.A., Principia College, 1986, M.M., University of Texas, Austin, 1998, M.M.A., Yale University, 2005, D.M.A., Yale University",n
415,Carmen T. Whalen,Carl W. Vogt '58 Professor of History,"Faculty Fellow of the Davis Center and the Office of Institutional Diversity, Equity and Inclusion, 1985, B.A., Hampshire College, 1989, M.A., Rutgers University, 1994, Ph.D., Rutgers University, affiliated with: The Davis Center, Latina/o Studies Program, VP- InstDivrstyEquity&Inclusion",n
416,Alan White,Mark Hopkins Professor of Philosophy,"1972, B.A., Tulane University, 1976, M.A., Pennsylvania State University, 1980, Ph.D., Pennsylvania State University",n
417,Robert Wiesenberger,Lecturer in the Graduate Program in Art History,"2018, Ph.D., Columbia University",n
418,Amanda R. Wilcox,Professor of Classics,"1996, B.A., Reed College, 1999, M.A., University of Pennsylvania, 2002, Ph.D., University of Pennsylvania",n
419,Aaron M. Williams,Assistant Professor of Computer Science,"2009, Ph.D., University of Victoria",n
420,Heather Williams,William Dwight Whitney Professor of Biology,"1977, A.B., Bowdoin College, 1985, Ph.D., Rockefeller University, affiliated with: Neuroscience Program",n
421,Mason B. Williams,Assistant Professor of Leadership Studies and Political Science,"2006, B.A., Princeton University, 2009, M.A., Columbia University, 2012, Ph.D., Columbia University, affiliated with: Political Science Department",y
422,Stephanie J Williams,Arthur Levitt,"Jr. '52 Artist-in-Residence, 2003, B.F.A., James Madison University, 2007, M.F.A., Rhode Island School of Design",n
423,Ricardo A Wilson,Assistant Professor of English,"2000, B.A., Brown University, 2015, Ph.D., University of Southern California",n
424,John D. Wiltshire-Gordon,Visiting Assistant Professor of Mathematics,"2011, B.A., University of Chicago, 2016, Ph.D., University of Michigan",n
425,Bud Wobus,Edna McConnell Clark Professor of Geology,"1962, B.A., Washington University, 1963, M.A., Harvard University, 1966, Ph.D., Stanford University",n
426,Scott Wong,Charles R. Keller Professor of History,"1976, B.A., Rutgers University, 1979, M.A., University of Michigan, 1992, Ph.D., University of Michigan, on leave Spring 2021",s
427,Caitlin Woolsey,Postdoctoral Fellow in the Graduate Program in Art History,none,n
428,Saadia Yacoob,Assistant Professor of Religion,"2003, B.A., American University, 2007, M.A., McGill University, 2015, Ph.D., Duke University",f
429,Kasumi Yamamoto,Frank M. Gagliardi Professor of Japanese,"1980, B.A., Aoyama Gakuin University, 1985, M.A., Columbia University, 1994, M.A., Cornell University, 2000, Ph.D., Cornell University",y
430,Li Yu,Professor of Chinese,"1994, B.A., East China Normal University, 1997, M.A., Ohio State University, 2003, Ph.D., Ohio State University",n
431,Safa R. Zaki,Dean of the Faculty,"Professor of Psychology, 1989, B.A., American University, 1993, M.A., Arizona State University, 1996, Ph.D., Arizona State University, affiliated with: Psychology Department",n
432,Liya Zalaltdinova,Visiting Lecturer in Russian,"2019, Ph.D., State University of New York at Albany",n
433,Sofia E. Zepeda,Assistant Professor at Williams-Mystic,"2008, B.A., University of California, Santa Cruz, 2012, M.A., University of Arizona, 2019, Ph.D., University of Arizona",n
434,David J. Zimmerman,Professor of Economics and Orrin Sage Professor of Political Economy,"1985, B.A., University of Toronto, 1987, M.A., Princeton University, 1992, Ph.D., Princeton University, on leave Spring 2021",s
435,Charles U. Zug,Visiting Assistant Professor of Leadership Studies,"2015, B.A., St. John's College, 2017, M.A., University of Texas at Austin, 2020, Ph.D., University of Texas at Austin",n
